# BUSCO version is: 6.0.0 
# The lineage dataset is: drosophila_odb12 (Creation date: 2025-07-01, number of genomes: 32, number of BUSCOs: 9348)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
409at7215	Complete	ptg000003l	5429298	5428742	-	224.9	101	https://www.orthodb.org/?query=409at7215	acylphosphatase-2
410at7215	Complete	ptg000003l	21569307	21577256	+	725.2	310	https://www.orthodb.org/?query=410at7215	sodium/potassium-transporting ATPase subunit beta-2
414at7215	Complete	ptg000002l	3663243	3664330	+	826.1	346	https://www.orthodb.org/?query=414at7215	mRNA export factor
416at7215	Complete	ptg000003l	3564594	3565511	+	372.0	158	https://www.orthodb.org/?query=416at7215	NADH dehydrogenase 
423at7215	Complete	ptg000002l	17992075	17994270	+	397.0	176	https://www.orthodb.org/?query=423at7215	lactoylglutathione lyase
428at7215	Complete	ptg000010l	12633133	12632064	-	745.6	307	https://www.orthodb.org/?query=428at7215	serine/threonine-protein phosphatase 4 catalytic subunit
433at7215	Complete	ptg000003l	256256	256632	+	229.6	101	https://www.orthodb.org/?query=433at7215	NADH dehydrogenase 
455at7215	Complete	ptg000009l	7379995	7379711	-	171.1	67	https://www.orthodb.org/?query=455at7215	DNA-directed RNA polymerases I, II, and III subunit RPABC5
463at7215	Complete	ptg000003l	4503016	4503541	+	341.8	142	https://www.orthodb.org/?query=463at7215	thioredoxin-like protein 4A
467at7215	Complete	ptg000009l	7378331	7379580	+	877.6	374	https://www.orthodb.org/?query=467at7215	methionine aminopeptidase 1
479at7215	Complete	ptg000002l	5712261	5711507	-	203.0	91	https://www.orthodb.org/?query=479at7215	uncharacterized protein LOC108595744
486at7215	Complete	ptg000003l	644342	643865	-	380.3	159	https://www.orthodb.org/?query=486at7215	SUMO-conjugating enzyme UBC9
499at7215	Complete	ptg000002l	18712269	18712884	+	434.3	183	https://www.orthodb.org/?query=499at7215	peptidyl-prolyl cis-trans isomerase H
502at7215	Complete	ptg000009l	6850937	6851255	+	189.0	81	https://www.orthodb.org/?query=502at7215	Small ribosomal subunit protein eS27
505at7215	Complete	ptg000001l	3173397	3173856	+	284.9	129	https://www.orthodb.org/?query=505at7215	LITAF domain-containing protein
518at7215	Complete	ptg000010l	12450160	12452321	+	535.5	237	https://www.orthodb.org/?query=518at7215	protein obstructor-E
537at7215	Complete	ptg000001l	12221550	12222789	+	669.8	286	https://www.orthodb.org/?query=537at7215	inositol oxygenase
538at7215	Complete	ptg000001l	602302	601000	-	573.3	259	https://www.orthodb.org/?query=538at7215	rhythmically expressed gene 2
540at7215	Complete	ptg000002l	12193207	12190078	-	1616.7	685	https://www.orthodb.org/?query=540at7215	1,4-Alpha-Glucan branching enzyme
575at7215	Complete	ptg000009l	25797746	25797132	-	385.1	186	https://www.orthodb.org/?query=575at7215	Phosphatidylethanolamine-binding protein
577at7215	Complete	ptg000003l	2361792	2362416	+	363.6	168	https://www.orthodb.org/?query=577at7215	Golgi-associated plant pathogenesis-related protein 1
583at7215	Complete	ptg000006l	819266	817244	-	440.8	193	https://www.orthodb.org/?query=583at7215	Immunoglobulin
596at7215	Complete	ptg000002l	14091757	14092789	+	711.3	323	https://www.orthodb.org/?query=596at7215	UPF0605 protein GA14893
608at7215	Complete	ptg000002l	18577520	18577863	+	182.7	73	https://www.orthodb.org/?query=608at7215	ubiquitin like
611at7215	Complete	ptg000001l	1719915	1712125	-	2228.4	1043	https://www.orthodb.org/?query=611at7215	protein draper
614at7215	Complete	ptg000002l	10204420	10204790	+	150.6	56	https://www.orthodb.org/?query=614at7215	DNA-directed RNA polymerases I, II, and III subunit RPABC4
617at7215	Complete	ptg000002l	16762405	16761831	-	377.1	173	https://www.orthodb.org/?query=617at7215	vacuolar protein-sorting-associated protein 25
618at7215	Complete	ptg000010l	12187	17514	+	754.4	305	https://www.orthodb.org/?query=618at7215	carbonic anhydrase-related protein 10
621at7215	Complete	ptg000002l	11192482	11192791	+	186.1	79	https://www.orthodb.org/?query=621at7215	cytochrome c oxidase assembly factor 5
642at7215	Complete	ptg000010l	6458351	6457684	-	356.7	154	https://www.orthodb.org/?query=642at7215	plasminogen receptor (KT)
649at7215	Complete	ptg000009l	9746952	9744630	-	455.1	193	https://www.orthodb.org/?query=649at7215	Small GTPase superfamily, ARF/SAR type
678at7215	Complete	ptg000001l	4294054	4293646	-	254.0	131	https://www.orthodb.org/?query=678at7215	protein twisted gastrulation
692at7215	Complete	ptg000003l	8335526	8336762	+	833.5	366	https://www.orthodb.org/?query=692at7215	metallophosphoesterase 1 homolog
695at7215	Complete	ptg000001l	21738383	21738830	+	351.6	149	https://www.orthodb.org/?query=695at7215	Protein kinase domain
720at7215	Complete	ptg000010l	864633	865540	+	593.7	250	https://www.orthodb.org/?query=720at7215	carbonic anhydrase 2
739at7215	Complete	ptg000001l	12036632	12034388	-	666.9	294	https://www.orthodb.org/?query=739at7215	CCR4-NOT transcription complex subunit 7
743at7215	Complete	ptg000003l	2678194	2677598	-	320.1	141	https://www.orthodb.org/?query=743at7215	NADH dehydrogenase 
750at7215	Complete	ptg000003l	256925	258223	+	807.5	347	https://www.orthodb.org/?query=750at7215	U5 small nuclear ribonucleoprotein 40 kDa protein
767at7215	Complete	ptg000009l	15941703	15942319	+	339.8	145	https://www.orthodb.org/?query=767at7215	Sin3 associated polypeptide p18
784at7215	Complete	ptg000014l	1747154	1749087	+	662.6	283	https://www.orthodb.org/?query=784at7215	tetraspanin-9
796at7215	Complete	ptg000009l	12420271	12409275	-	850.1	357	https://www.orthodb.org/?query=796at7215	EF-hand domain
800at7215	Complete	ptg000001l	5573626	5573863	+	188.7	79	https://www.orthodb.org/?query=800at7215	bladder cancer-associated protein
802at7215	Complete	ptg000003l	4452728	4453490	+	469.6	213	https://www.orthodb.org/?query=802at7215	cytochrome b5 domain-containing protein 1
806at7215	Complete	ptg000001l	648567	647893	-	292.6	123	https://www.orthodb.org/?query=806at7215	Tax1-binding protein 3
808at7215	Complete	ptg000009l	16902551	16901151	-	1033.1	423	https://www.orthodb.org/?query=808at7215	chromatin assembly factor 1 p55 subunit
814at7215	Complete	ptg000010l	3236384	3235704	-	303.0	133	https://www.orthodb.org/?query=814at7215	uncharacterized protein LOC108021834
825at7215	Complete	ptg000003l	16914426	16917653	+	1254.2	545	https://www.orthodb.org/?query=825at7215	chitin deacetylase 1
830at7215	Complete	ptg000009l	9738767	9739910	+	661.6	291	https://www.orthodb.org/?query=830at7215	Zinc finger protein-like 1
832at7215	Complete	ptg000003l	10641445	10642192	+	500.7	227	https://www.orthodb.org/?query=832at7215	alpha-ketoglutarate-dependent dioxygenase alkB homolog 6
845at7215	Complete	ptg000001l	353831	354197	+	250.8	120	https://www.orthodb.org/?query=845at7215	RING-box protein 1B
848at7215	Complete	ptg000003l	21071845	21060142	-	1408.1	599	https://www.orthodb.org/?query=848at7215	TBC1 domain family member 24 isoform X1
856at7215	Complete	ptg000006l	1304916	1303471	-	1047.2	437	https://www.orthodb.org/?query=856at7215	Histone deacetylase
864at7215	Complete	ptg000002l	5902664	5903563	+	266.5	114	https://www.orthodb.org/?query=864at7215	elongin-C
865at7215	Complete	ptg000009l	13823445	13823112	-	262.5	111	https://www.orthodb.org/?query=865at7215	Dynein heavy chain AAA lid domain
877at7215	Complete	ptg000009l	8214781	8243163	+	1033.0	424	https://www.orthodb.org/?query=877at7215	protein pellino
879at7215	Complete	ptg000002l	1770292	1772836	+	774.7	328	https://www.orthodb.org/?query=879at7215	serine-threonine kinase receptor-associated protein
894at7215	Complete	ptg000003l	10043335	10043742	+	213.1	97	https://www.orthodb.org/?query=894at7215	cysteine-rich PDZ-binding protein
901at7215	Complete	ptg000010l	159565	162688	+	1233.2	512	https://www.orthodb.org/?query=901at7215	protein singed
904at7215	Complete	ptg000001l	10689208	10690125	+	398.2	182	https://www.orthodb.org/?query=904at7215	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase
918at7215	Complete	ptg000001l	9753136	9754555	+	635.7	273	https://www.orthodb.org/?query=918at7215	N-alpha-acetyltransferase 60 isoform X1
919at7215	Complete	ptg000009l	22366777	22366159	-	405.2	174	https://www.orthodb.org/?query=919at7215	N-alpha-acetyltransferase 80
928at7215	Complete	ptg000001l	23348664	23350746	+	196.8	83	https://www.orthodb.org/?query=928at7215	cytochrome c oxidase subunit NDUFA4
929at7215	Complete	ptg000003l	8527005	8527956	+	765.6	317	https://www.orthodb.org/?query=929at7215	WD repeat-containing protein 82
944at7215	Complete	ptg000001l	1330280	1329234	-	709.8	325	https://www.orthodb.org/?query=944at7215	uncharacterized protein LOC4812057
951at7215	Complete	ptg000010l	8062059	8063109	+	822.1	340	https://www.orthodb.org/?query=951at7215	guanine nucleotide-binding protein subunit beta-1
960at7215	Complete	ptg000002l	20297979	20302112	+	799.6	345	https://www.orthodb.org/?query=960at7215	protein gustavus
964at7215	Complete	ptg000002l	11848030	11852943	+	503.6	211	https://www.orthodb.org/?query=964at7215	growth factor receptor-bound protein 2
966at7215	Complete	ptg000009l	2420831	2421862	+	763.9	326	https://www.orthodb.org/?query=966at7215	mitotic checkpoint protein BUB3
975at7215	Complete	ptg000003l	16966063	16964364	-	1002.7	435	https://www.orthodb.org/?query=975at7215	cytochrome b5-related protein
987at7215	Complete	ptg000003l	19139140	19137921	-	757.0	329	https://www.orthodb.org/?query=987at7215	homocysteine S-methyltransferase
992at7215	Complete	ptg000003l	5045935	5044963	-	570.5	247	https://www.orthodb.org/?query=992at7215	Large ribosomal subunit protein uL24
993at7215	Complete	ptg000002l	4194491	4193992	-	348.6	147	https://www.orthodb.org/?query=993at7215	mago nashi
999at7215	Complete	ptg000001l	18864636	18866212	+	1154.5	485	https://www.orthodb.org/?query=999at7215	catalase
1006at7215	Complete	ptg000001l	21235344	21237222	+	1067.1	448	https://www.orthodb.org/?query=1006at7215	integrin-linked protein kinase
1023at7215	Complete	ptg000002l	8601937	8602662	+	519.5	222	https://www.orthodb.org/?query=1023at7215	uncharacterized protein LOC6601595
1042at7215	Complete	ptg000003l	962181	963789	+	741.3	316	https://www.orthodb.org/?query=1042at7215	uncharacterized protein LOC108037647 isoform X1
1048at7215	Complete	ptg000002l	2187774	2189225	+	785.5	358	https://www.orthodb.org/?query=1048at7215	glycerol-3-phosphate dehydrogenase 
1050at7215	Complete	ptg000009l	5693948	5695693	+	808.0	456	https://www.orthodb.org/?query=1050at7215	acid-sensing ion channel 1A
1051at7215	Complete	ptg000009l	276513	278095	+	870.6	382	https://www.orthodb.org/?query=1051at7215	ferrochelatase, mitochondrial
1075at7215	Complete	ptg000002l	373459	374216	+	396.6	197	https://www.orthodb.org/?query=1075at7215	wnt inhibitory factor 1
1081at7215	Complete	ptg000009l	14687002	14676777	-	1821.8	747	https://www.orthodb.org/?query=1081at7215	peroxidase
1092at7215	Complete	ptg000006l	1931355	1924156	-	583.5	255	https://www.orthodb.org/?query=1092at7215	protein obstructor-E
1095at7215	Complete	ptg000006l	1485799	1486796	+	675.5	293	https://www.orthodb.org/?query=1095at7215	mediator of RNA polymerase II transcription subunit 27
1117at7215	Complete	ptg000003l	10538664	10537331	-	659.2	295	https://www.orthodb.org/?query=1117at7215	Cyclin-dependent kinase 1
1128at7215	Complete	ptg000003l	16897480	16897804	+	250.5	108	https://www.orthodb.org/?query=1128at7215	Cytochrome c-like domain
1148at7215	Complete	ptg000009l	10070505	10072358	+	1358.6	570	https://www.orthodb.org/?query=1148at7215	Zinc finger, RING-type
1152at7215	Complete	ptg000001l	644982	646905	+	831.6	350	https://www.orthodb.org/?query=1152at7215	UDP-glucose 4-epimerase
1159at7215	Complete	ptg000003l	6087169	6088855	+	767.7	321	https://www.orthodb.org/?query=1159at7215	sphingolipid delta(4)-desaturase DES1-like isoform X1
1165at7215	Complete	ptg000002l	3972747	3974125	+	561.1	254	https://www.orthodb.org/?query=1165at7215	venom allergen 3
1167at7215	Complete	ptg000003l	670159	668523	-	1135.9	487	https://www.orthodb.org/?query=1167at7215	notchless
1170at7215	Complete	ptg000001l	20011819	20012997	+	446.2	186	https://www.orthodb.org/?query=1170at7215	neuronal calcium sensor 2
1177at7215	Complete	ptg000002l	1922727	1928360	+	1833.5	761	https://www.orthodb.org/?query=1177at7215	myotubularin-related protein 6 isoform X1
1183at7215	Complete	ptg000003l	8135351	8135703	+	182.9	79	https://www.orthodb.org/?query=1183at7215	barrier-to-autointegration factor
1192at7215	Complete	ptg000010l	8796626	8797432	+	386.3	166	https://www.orthodb.org/?query=1192at7215	ubiquitin-conjugating enzyme E2 G2
1205at7215	Complete	ptg000001l	11659783	11658527	-	714.6	317	https://www.orthodb.org/?query=1205at7215	aldo-keto reductase family 1 member B1
1209at7215	Complete	ptg000009l	10328241	10328716	+	264.4	120	https://www.orthodb.org/?query=1209at7215	DNA-directed RNA polymerase I subunit RPA12
1215at7215	Complete	ptg000003l	5179651	5174548	-	1511.4	631	https://www.orthodb.org/?query=1215at7215	polypeptide N-acetylgalactosaminyltransferase 5
1223at7215	Complete	ptg000001l	11741211	11734499	-	825.1	354	https://www.orthodb.org/?query=1223at7215	F-box only protein 25
1235at7215	Complete	ptg000014l	1044045	1047378	+	984.2	458	https://www.orthodb.org/?query=1235at7215	protein shifted isoform X1
1237at7215	Complete	ptg000003l	10418006	10418989	+	513.0	220	https://www.orthodb.org/?query=1237at7215	MOB kinase activator-like 3
1243at7215	Complete	ptg000003l	7102636	7076259	-	8666.6	3583	https://www.orthodb.org/?query=1243at7215	uncharacterized protein, isoform A
1250at7215	Complete	ptg000001l	1861582	1863315	+	387.7	167	https://www.orthodb.org/?query=1250at7215	transmembrane protein 134
1255at7215	Complete	ptg000009l	23482490	23481872	-	323.4	142	https://www.orthodb.org/?query=1255at7215	protein SYS1 homolog
1256at7215	Complete	ptg000009l	9577706	9584259	+	924.3	403	https://www.orthodb.org/?query=1256at7215	1-aminocyclopropane-1-carboxylate oxidase-like
1258at7215	Complete	ptg000003l	21275834	21274006	-	1029.3	458	https://www.orthodb.org/?query=1258at7215	sodium channel protein Nach
1270at7215	Complete	ptg000002l	756822	758779	+	709.3	319	https://www.orthodb.org/?query=1270at7215	inorganic pyrophosphatase
1283at7215	Complete	ptg000002l	12803087	12803735	+	352.0	162	https://www.orthodb.org/?query=1283at7215	adenylate kinase 6
1315at7215	Complete	ptg000001l	20046148	20045165	-	387.2	180	https://www.orthodb.org/?query=1315at7215	Large ribosomal subunit protein uL5
1321at7215	Complete	ptg000002l	18691560	18692363	+	540.8	225	https://www.orthodb.org/?query=1321at7215	MOB kinase activator-like 4
1327at7215	Complete	ptg000002l	15333186	15332880	-	163.9	66	https://www.orthodb.org/?query=1327at7215	cytochrome c oxidase subunit 7C, mitochondrial
1336at7215	Complete	ptg000009l	22676767	22677586	+	535.0	225	https://www.orthodb.org/?query=1336at7215	probable maleylacetoacetate isomerase 2
1338at7215	Complete	ptg000002l	6058639	6058070	-	235.9	107	https://www.orthodb.org/?query=1338at7215	Peptidyl-prolyl cis-trans isomerase domain superfamily
1347at7215	Complete	ptg000014l	495302	503841	+	623.3	269	https://www.orthodb.org/?query=1347at7215	autophagy protein 5
1351at7215	Complete	ptg000001l	4181227	4183962	+	1101.6	481	https://www.orthodb.org/?query=1351at7215	ero1-like protein
1352at7215	Complete	ptg000002l	11188436	11187175	-	904.3	401	https://www.orthodb.org/?query=1352at7215	LOW QUALITY PROTEIN: GDP-fucose protein O-fucosyltransferase 1
1363at7215	Complete	ptg000002l	1392504	1391109	-	762.4	339	https://www.orthodb.org/?query=1363at7215	WD repeat-containing protein 47
1376at7215	Complete	ptg000009l	11799941	11801133	+	490.1	230	https://www.orthodb.org/?query=1376at7215	uncharacterized protein LOC122757041 isoform X1
1378at7215	Complete	ptg000009l	2351139	2353889	+	1752.8	763	https://www.orthodb.org/?query=1378at7215	GATOR complex protein WDR24
1384at7215	Complete	ptg000001l	9624784	9625921	+	679.1	376	https://www.orthodb.org/?query=1384at7215	uncharacterized protein LOC6602512
1394at7215	Complete	ptg000001l	21323185	21324234	+	711.5	329	https://www.orthodb.org/?query=1394at7215	probable serine hydrolase
1397at7215	Complete	ptg000009l	2899937	2898416	-	368.9	167	https://www.orthodb.org/?query=1397at7215	Reeler domain
1418at7215	Complete	ptg000003l	20262801	20261694	-	378.8	166	https://www.orthodb.org/?query=1418at7215	6-pyruvoyl tetrahydrobiopterin synthase
1421at7215	Complete	ptg000006l	298931	297100	-	744.5	337	https://www.orthodb.org/?query=1421at7215	elongation of very long chain fatty acids protein
1423at7215	Complete	ptg000001l	21548542	21548262	-	165.9	68	https://www.orthodb.org/?query=1423at7215	Cytochrome c oxidase, subunit 8
1439at7215	Complete	ptg000001l	5788115	5789003	+	388.4	172	https://www.orthodb.org/?query=1439at7215	transmembrane protein 11 homolog, mitochondrial
1453at7215	Complete	ptg000009l	16777571	16778095	+	352.4	152	https://www.orthodb.org/?query=1453at7215	trafficking protein particle complex subunit 6b
1456at7215	Complete	ptg000014l	3160553	3168936	+	872.5	360	https://www.orthodb.org/?query=1456at7215	fizzy-related, isoform A
1458at7215	Complete	ptg000003l	1183349	1184974	+	885.3	395	https://www.orthodb.org/?query=1458at7215	cysteine protease ATG4B
1472at7215	Complete	ptg000001l	12172526	12172983	+	227.3	107	https://www.orthodb.org/?query=1472at7215	Calponin homology domain
1473at7215	Complete	ptg000002l	14909329	14912970	+	1854.2	781	https://www.orthodb.org/?query=1473at7215	carnitine O-palmitoyltransferase 1, liver isoform isoform X1
1478at7215	Complete	ptg000001l	16627141	16628061	+	532.7	222	https://www.orthodb.org/?query=1478at7215	Zinc finger, RING-type
1494at7215	Complete	ptg000002l	17213277	17162517	-	10551.7	4691	https://www.orthodb.org/?query=1494at7215	low-density lipoprotein receptor-related protein 1
1496at7215	Complete	ptg000001l	16169504	16169030	-	316.3	139	https://www.orthodb.org/?query=1496at7215	TRAPP subunit 20
1502at7215	Complete	ptg000001l	12777377	12780446	+	1088.3	491	https://www.orthodb.org/?query=1502at7215	protein ABHD18
1508at7215	Complete	ptg000001l	7962483	7962779	+	184.8	77	https://www.orthodb.org/?query=1508at7215	signal recognition particle 9
1511at7215	Complete	ptg000014l	2525281	2520438	-	753.7	322	https://www.orthodb.org/?query=1511at7215	uncharacterized protein LOC4815610 isoform X1
1512at7215	Complete	ptg000014l	5253460	5254373	+	519.5	238	https://www.orthodb.org/?query=1512at7215	protein GUCD1
1515at7215	Complete	ptg000009l	16905399	16906092	+	403.4	173	https://www.orthodb.org/?query=1515at7215	RNA polymerase Rpb7-like , N-terminal
1519at7215	Complete	ptg000002l	13231876	13229989	-	1274.9	573	https://www.orthodb.org/?query=1519at7215	SET and MYND domain-containing protein 4
1522at7215	Complete	ptg000014l	3956014	3954536	-	840.7	350	https://www.orthodb.org/?query=1522at7215	V-type ATP synthase subunit c/d subunit superfamily
1545at7215	Complete	ptg000002l	9152521	9152335	-	149.5	60	https://www.orthodb.org/?query=1545at7215	uncharacterized protein LOC117891600
1574at7215	Complete	ptg000003l	922174	923062	+	640.1	281	https://www.orthodb.org/?query=1574at7215	Zinc finger, CCCH-type
1581at7215	Complete	ptg000003l	10401691	10400137	-	893.7	369	https://www.orthodb.org/?query=1581at7215	stress-activated protein kinase JNK
1597at7215	Complete	ptg000014l	1468675	1469324	+	349.7	153	https://www.orthodb.org/?query=1597at7215	NADH dehydrogenase 
1606at7215	Complete	ptg000010l	11000212	11000866	+	516.9	218	https://www.orthodb.org/?query=1606at7215	Autophagy-related 101
1610at7215	Complete	ptg000002l	16343290	16345511	+	1590.7	682	https://www.orthodb.org/?query=1610at7215	Tyrosinase copper-binding domain
1629at7215	Complete	ptg000010l	5563347	5562761	-	281.1	121	https://www.orthodb.org/?query=1629at7215	protein yippee
1636at7215	Complete	ptg000001l	1770614	1768427	-	1580.5	668	https://www.orthodb.org/?query=1636at7215	Dynein heavy chain
1647at7215	Complete	ptg000009l	19501082	19499976	-	389.6	166	https://www.orthodb.org/?query=1647at7215	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
1648at7215	Complete	ptg000010l	7937336	7936142	-	899.9	398	https://www.orthodb.org/?query=1648at7215	actin-related protein 6
1654at7215	Complete	ptg000009l	21910020	21909610	-	254.4	114	https://www.orthodb.org/?query=1654at7215	Piercer of microtubule wall 1/2
1655at7215	Complete	ptg000001l	16151483	16141405	-	1556.6	652	https://www.orthodb.org/?query=1655at7215	integrator complex subunit 9
1665at7215	Complete	ptg000003l	523460	523037	-	268.5	138	https://www.orthodb.org/?query=1665at7215	uncharacterized protein LOC111599091
1669at7215	Complete	ptg000002l	9061704	9062196	+	304.8	163	https://www.orthodb.org/?query=1669at7215	uncharacterized protein LOC122613926
1677at7215	Duplicated	ptg000010l	5512788	5512398	-	304.2	130	https://www.orthodb.org/?query=1677at7215	Small ribosomal subunit protein uS8
